RecipeId,Name,CookTime,PrepTime,TotalTime,RecipeIngredientParts,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeInstructions
541339,Traditio0l Beef Rouladen,PT2H,PT15M,PT2H15M,"c(""beef"", ""sea salt"", ""black pepper"", ""paprika"", ""Dijon mustard"", ""dill pickles"", ""onions"", ""butter"", ""onion"", ""garlic clove"", ""dry red wine"", ""low sodium beef broth"", ""tomato paste"", ""Worcestershire sauce"", ""thyme leaves"", ""cornstarch"", ""heavy cream"", ""sea salt"", ""black pepper"", ""Dijon mustard"", ""parsley"")",363.6,23.8,9.7,67.6,2080,21.6,4.3,6.7,12.3,"c(""Season the beef slices on one side with salt, black pepper and paprika. Add mustard and spread to cover the surface. Place 2 slices ham per beef slice, leaving a small space around the edges before adding 3 sliced pickles. Add sliced onions to cover the empty spots without crowding it."", ""Preheat oven to 350ÂºF."", ""To roll; starting from the large end, fold in the sides while rolling, keeping it nice and tight. Tie the ends and middle of the rolls with kitchen twine; season with more salt and pepper."", 
""In a Dutch oven over medium-high heat, add butter and vegetable oil. When sizzling, place rouladen and sear on all sides, about 2 minutes. Transfer to a plate while making the gravy."", ""Reduce heat to medium and add onions; sautĂ© for 2 minutes, scraping the bottom to dislodge any brown bits. Add garlic and sautĂ© for 30 seconds. Add red wine, broth, tomato paste, Worcestershire sauce, and thyme. Stir well, increase the heat to high, return the rouladen and any accumulated juices and bring to a boil. Cover and transfer to preheated oven; cook for 1 Â½ hours."", 
""Half way through cooking, remove from the heat and rotate the rouladen. Return to the oven and cook for the remaining time."", ""When cooking time is up; transfer rouladen to a plate and cover with foil to keep them warm. Increase the heat to medium-high and bring to a full boil. Add cornstarch mixture and stir constantly for 2 minutes. Reduce the heat to medium and add heavy cream; stir well. Taste and adjust if necessary. Add mustard and whisk until well incorporated."", ""Cut the kitchen twine and spoon gravy over. Served with red cabbage and mashed potatoes. Makes 4 rouladen.""
)"
541340,Quick & Easy SALTED CARAMEL SAUCE,PT10M,PT5M,PT15M,"c(""granulated sugar"", ""brown sugar"", ""unsalted butter"", ""heavy cream"", ""sea salt"")",179.8,10.7,6.7,33.4,153.8,21.9,0,21.4,0.3,"c(""In a tall medium saucepan over medium-high heat, add sugars. Stir until the sugars start to melt. When almost melted, reduce heat to medium and continue stirring until all melted. Let the mixture sits for 15 to 30 seconds; turn the heat off."", ""Add butter and stir continuously until melted. Add heavy cream and quickly stir until all combined. Add generous pinches of fleur de sel and give another stir to mix."", ""Remove from the heat and transfer to a sealed jar. Let it cool completely before transferring to the refrigerator."", 
""Note: Add Â½ to 1 tablespoons dark rum for flavor."")"
541341,PAD THAI NOODLES,PT15M,PT5M,PT20M,"c(""fish sauce"", ""tamarind paste"", ""lime juice"", ""low sodium soy sauce"", ""water"", ""canola oil"", ""chicken breast"", ""green onions"", ""garlic cloves"", ""ginger"", ""eggs"", ""sambal oelek"", ""bean sprouts"", ""roasted peanuts"", ""chives"", ""lime wedges"")",1122.3,55,7.9,289.1,2350.1,115.6,7,8.5,42.9,"c(""In a small bowl, combine all the sauce ingredients. Whisk until well blended and set aside."", ""In a large bowl, soak rice noodles according to the packageâ€™s instructions."", ""In a wok or deep skillet over medium-high heat, add 2 tablespoons oil. When hot, add chicken pieces and spread them in a single layer. Let them sit, undisturbed, for 30 seconds then quickly sautĂ© until the pink color is almost gone. To this, add green onions and keep stirring for 30 seconds, scraping the bottom of the pan if needed. Add prawns and sautĂ© until just turning pink. Add ginger and garlic; continue stirring until prawns are nicely pink, about one minute."", 
""Push all the ingredients on one side of the skillet and pour in the beaten eggs. Let it sit until the edges start to cook and quickly stir until scrambled, about 1 minute. Incorporate all the ingredients together before transferring them to a bowl."", ""Return skillet on the burner, reduce heat to medium and add the remaining 2 tablespoons oil. When hot, add drained rice noodles and stir until soft. If they stick at the bottom of the pan, add Â¼ cup water."", ""When fairly soft, return chicken/prawn mixture back to the skillet. Reduce heat to medium-low and add sambal oelek and pad Thai sauce; stir until well coated and cook for 3 minutes. Add bean sprouts and stir until incorporated. Add 1 tablespoons roasted peanuts and stir once again before removing the skillet from the heat. Sprinkle on chives and more peanuts and serve with lime wedges. Makes 4 servings.""
)"
541342,Teepi Gavvalu,PT30M,PT20M,PT50M,"c(""semoli0"", ""ghee"", ""salt"", ""water"", ""sugar"", ""jaggery"", ""cardamom powder"")",1720.6,153.9,24.1,21.9,55.2,91.2,0.5,83.2,1.4,"c(""Make a soft dough of maida, semoli0, salt and ghee by kneading with enough water and keep it aside for 15 minutes."", ""Make small balls (size of a coin or marble). Use the back of a fork and shape each unit like a shell with the help of your thumb and keep it aside."", ""Add jaggery and water in a heavy vessel and cook till the melted jaggery syrup becomes thick. To check the syrupâ€™s consistency, drop a little syrup in a bowl of water. If it turns into a softball, it means itâ€™s perfect. Add cardamom powder and turn off the heat."", 
""Heat another heavy vessel and add enough oil for frying. Add the gavvalu and fry to a golden brown shade. Strain the excess oil on an absorbent paper and immediately add them to the syrup. Mix them well to coat the gavvalu and let it cool. Enjoy your sweet and store the rest in an airtight container."")"
541343,Shrimp Cocktail Bar,PT45M,PT20M,PT1H5M,"c(""carrots"", ""celery ribs"", ""onion"", ""garlic"", ""lemon"", ""fresh parsley"", ""fresh thyme"", ""bay leaves"", ""salt"", ""jumbo shrimp"", ""jumbo shrimp"", ""olive oil"", ""salt"", ""black pepper"", ""garlic cloves"", ""fresh thyme"", ""crushed red pepper flakes"", ""fresh lemon juice"", ""ketchup"", ""chili sauce"", ""lemon"", ""Worcestershire sauce"", ""mayon0ise"", ""fresh parsley"", ""capers"", ""green onion"", ""black pepper"", ""lemon"", ""sour cream"", ""fresh cilantro"", ""avocados"", ""avocado"", ""lime"", ""salt"", ""garlic powder"", ""onion powder""
)",454.7,16.9,3.3,387.4,4011.8,32,8.5,11.9,45.9,"c(""You can decide to go either the classic route or the oven-roasted route or do both. Either are delicious options!"", ""For the classic shrimp cocktail: Fill a large pot with 10 cups cold water. Add the carrots, celery, onion, garlic, lemon, parsley, thyme, bay leaves and salt. Bring to a boil and cook uncovered for 25 minutes. Add the shrimp, turn off the heat, and cook, stirring often, until they turn pink, about 3 minutes for jumbo shrimp. Use a slotted spoon to transfer the shrimp to an ice bath to cool completely. Serve over ice with your choice of sauce (recipes follow)."", 
""For the roasted shrimp: Preheat oven to 400Â°F. Line a baking sheet with parchment paper and set aside. Place the shrimp on the baking sheet and drizzle with olive oil. Season with salt, pepper, garlic, thyme, crushed red pepper flakes, and lemon juice. Toss to evenly coat and then arrange in a single layer. Roast until pink and firm, about 8 to 10 minutes. Remove from the oven and allow to cool slightly before serving."", ""For the classic cocktail sauce: In a small bowl, combine the ketchup, chili sauce, lemon zest and juice, horseradish, Worcestershire sauce and hot sauce. Give it a taste and adjust seasoning accordingly, adding more of any of the ingredients to reach your preferred taste level. Chill until ready to serve. The sauce can be made a few days in advance and kept in the fridge until ready to eat."", 
""For the remoulade sauce: In a small bowl, combine the mayo, hot sauce, parsley, capers, Cajun seasoning, green onion, pepper, lemon zest and juice. Give it a taste and adjust seasoning accordingly, adding more of any of the ingredients to reach your preferred taste level. Chill until ready to serve. The sauce can be made a few days in advance and kept in the fridge until ready to eat."", ""For the avocado crema: In a food processor, combine the sour cream, cilantro, peeled and pitted avocado, lime zest, lime juice, salt, milk, garlic and onion powder. Pulse until smooth. Transfer to a bowl and chill until ready to serve. The sauce can be made a few days in advance and kept in the fridge until ready to eat.""
)"
541344,Tita Dolly's Fabada Asturia0,PT1H,PT1H,PT2H,"c(""garlic"", ""baby lima beans"", ""onion"", ""ham hock"", ""chicken piece"", ""bay leaves"", ""saffron"", ""baby lima beans"")",191.2,3.9,1.3,8.2,258.1,28.7,5.6,2.2,11,"c(""Soak dry beans."", ""Overnight method: Soak for 8-12 hours, replacing the water a couple of times; drain."", ""Quick method: Cover beans in boiling water, soak for an hour, drain."", ""Separate the garlic into individual cloves; no need to peel."", ""Stovetop:"", ""Put the garlic, dry beans, onion, ham hocks or ham, sausages, and chicken (if using) into a big pot. Add chicken stock or water to cover. Bring to a boil then reduce to a simmer, covered. Cook until beans are done, at least an hour, adding liquid when necessary to keep everything covered."", 
""Instant Pot:"", ""Put 1/4 cup of water in the bottom of the IP, enough to cover. Layer garlic, dry beans, onion, ham, sausages, and chicken (if using) into IP. Add chicken stock or water to cover; don't stir. Close pot; use Beans button (or high pressure for 30 minutes), then rest for 15 minutes, then release the rest of the pressure."", ""To finish:"", ""Remove sausages, cut into slices, and return to pot. If using ham hocks, remove meat from bones, and return meat to pot. Mash the canned beans (including liquid) and add to the pot. Simmer until ready to eat -- this benefits from a slow simmer, and tastes better the next day!"", 
""Serve in bowls, with olive oil and vinegar for each person to season their own."", ""NOTES * Del Rey is a good brand of Spanish-style chorizo. Morcilla is optio0l -- it's an acquired taste. You can use as much sausage as you like -- the more kinds, the better. I like to use skinless boneless chicken thighs, cut in half. * This stew should be thick, about the consistency of chili, not soupy. * This recipe embodies my tita Dolly's favorite cooking instruction: \""Cook until done!\"" * Squeeze out the garlic cloves as you eat, yummy!""
)"
541345,"Muffins, Four Ways",PT18M,PT10M,PT28M,"c(""all-purpose flour"", ""sugar"", ""baking powder"", ""salt"", ""egg"", ""milk"")",144.1,5.7,1.1,17.6,122.8,20.4,0.5,5.6,2.9,"c(""1.Set oven to 400 degrees."", ""2. Grease muffin pan or line with paper bake cups; Set aside."", ""3. In a medium bowl combine flour, sugar, baking powder, and salt. Make a well in center of flour mixture: set aside."", ""4. In another bowl combine egg, milk, and oil. Add egg mixture all at once to flour mixture. Stir just until moistened.4."", ""5. Spoon batter into prepared muffins cups. If desired, sprinkle streusel topping (Check bottom of recipe.) over batter. Bake for 18 minutes, more if needed. Cool on wire walk."", 
""Blueberry Muffins: add 3/4 cup fresh or frozen blueberry's to batter."", ""Ba00 Muffins: Reduce milk to 1/2 cup. Stir 3/4 cup mashed ba00's."", ""Chocolate chip Muffins: Add 3/4 cup chocolate chips, more if wanted."", ""Streusel Topping: Combine 3 tablespoons all-purpose flour, 3 tablespoons brown sugar and 1/4 teaspoon ground cin0mon.Using a pastry blender, Cut in 2 tablespoons butter until mixture resembles course crumbs. If desired, stir in 2 tablespoons chopped nuts."")"
541346,Grandma's Chocolate Dumplings,PT20M,PT30M,PT50M,"c(""brown sugar"", ""cornstarch"", ""salt"", ""vanilla"", ""water"", ""butter"", ""flour"", ""sugar"", ""baking powder"", ""salt"", ""egg"", ""milk"", ""shortening"", ""vanilla"")",503.7,12.6,4.6,43.1,607.7,94,2.2,70.3,5.4,"c(""In a large pan (I use my Dutch oven) over med heat combine the sauce ingredients and mix well."", ""Heat to a boil, stirring freq."", ""Remove from heat and set aside momentarily. If you can keep an eye on the sauce you can stir the dumplings up while it comes to a boil. Just donâ€™t let the sauce burn. Ask me how I know. LOL."", ""Stir dumpling ingredients together in a med bowl until well combined. I do it by hand but you could use a mixer if desired. Beat for 1 minute."", ""Return the sauce to the stovetop and heat to a gentle boil."", 
""Drop the dumplings into the sauce. I use a big spoonful for each one. Makes six dumplings."", ""Cover and simmer gently for 20 minute Only check once to make sure dumplings arenâ€™t sticking to the bottom of the pan and to make sure itâ€™s staying at a simmer."", ""Hint: you can sub coffee for the water in the sauce. A 1/2 teaspoons Of cin0mon is good too."")"
541347,Stevia Oatmeal Raisin Cookies,PT14M,PT10M,PT24M,"c(""quick-cooking oats"", ""salt"", ""baking powder"", ""baking soda"", ""ground cin0mon"", ""vanilla"", ""unsalted butter"", ""stevia"", ""egg"", ""raisins"", ""flax seed"", ""applesauce"")",118.5,8.2,4,30.8,58.8,10.9,1.9,5.5,1.7,"c(""Preheat the oven to 350 degrees and line a baking sheet with parchment paper."", ""Beat the butter (room temperature  butter) and Stevia until mixed. Add the egg, applesauce, cin0mon and vanilla and beat until smooth."", ""In a separate bowl, mix the oats, raisins, flax seeds and flour with baking powder and baking soda and pinch of salt."", ""Add and mix the oat mixture into the egg mixture."", ""Using a standard tablespoon measuring spoon or a small ice cream scoop or oiled hands, pick up golf ball sizes of the dough and place them on the cookie sheet about 1/2 inches apart ( these cookies donâ€™t spread too much)."", 
""Bake the cookies ( middle rack) for 12-14 minutes depending on the size of your cookies. Bake an extra 2 minutes if you like a crunchier cookie."", ""Cool on the baking sheet for 2 minutes before removing."")"
541348,Chimichurri Grilling Rub,0,PT30M,PT30M,"c(""black pepper"", ""paprika"", ""garlic powder"", ""kosher salt"", ""msg"", ""dried parsley"", ""dried cilantro"", ""dried Mexican oregano"", ""wine"", ""vinegar"", ""coarse black pepper"", ""ground coriander"", ""crushed red pepper flakes"", ""cayenne powder"")",23.1,0.4,0.1,0,2105.2,4.9,1.8,0.4,1.1,"c(""Combine all ingredients well.  Store in a several airtight jars."", ""Sprinkle liberally on any meat you plan on grilling about 1 hour ahead of time."", ""You can rub it the night before if you desire."", ""Grill your meat."", ""Eat it."", ""Yum."", ""Leave Feedback and pics."")"
541349,Utah Fry Sauce,0,PT5M,PT5M,"c(""mayon0ise"", ""ketchup"", ""Worcestershire sauce"", ""red wine vinegar"", ""white sugar"", ""salt"", ""paprika"", ""onion powder"")",15,0,0,0,203.4,3.8,0.1,3.4,0.2,"c(""Mix well in a bowl, poor in a jar to serve."", ""Refrigerate when not in use."")"
541350,Quick & Easy Egg Roll in a Bowl,PT10M,PT5M,PT15M,"c(""onion"", ""ground pork"", ""soy sauce"", ""carrots"", ""wontons"", ""green onions"", ""peanuts"")",356.2,25.4,9.2,81.8,603.3,10.3,3.1,5,21.6,"c(""Put the sesame oil, pork and onion in a large skillet (or Instant Pot on saute). Cook until the pork is no longer pink and the onions are clear. Add one T of the soy sauce to deglaze the pan, being sure to scrape up all the bits at the bottom. Add the coleslaw mix and the carrots and cook until tender-crisp. Stir in the other T of soy sauce until just mixed. Spoon into bowls and top with the sliced green onions, peanuts and wonton strips."", ""Note: you can add celery, sweet peppers, sesame seeds, etc to your liking!""
)"
541351,Spi0ch & Mushroom Quiche with Boursin,PT1H,PT20M,PT1H20M,"c(""butter"", ""onion"", ""sweet pepper"", ""carrots"", ""kosher salt"", ""nutmeg"", ""eggs"", ""milk"", ""boursin cheese"")",197.6,11,4,82.2,283.3,19,2,3,6.1,"c(""Bake pie crust(s) according to package instructions, but only for 12 minutes. Set aside to cool."", ""Saute the onions, pepper, carrots and mushrooms in the butter until *just* soft."", ""Add the spi0ch and cook down until completely wilted."", ""Turn mixture out into a colander and let sit while you mix up the egg mixture."", ""To a large bowl add the eggs and Boursin cheese and mix together until creamy."", ""Add milk, salt and nutmeg and mix well."", ""Press down on the vegetable mixture in the colander to get out any excess moisture."", 
""Turn out the vegetable mixture into the prepared pie crust(s)."", ""Carefully pour the egg mixture over the vegetables in the pie crusts."", ""Bake at 350 for 45 minutes."", ""Let it set for 15 minutes before slicing."", ""I usually top this with sliced tomatoes before serving."")"
541352,Cran-Beany,PT10M,PT1M,PT11M,"c(""olive oil"", ""French style green beans"", ""dried cranberries"", ""pine nuts"", ""garlic powder"", ""ground black pepper"", ""oregano"")",199.4,17,1.9,0,331.7,11.7,5.3,2.8,3.7,"c(""1. Preheat olive oil in frying pan over low to medium heat."", ""2. Add green beans to sautĂ© them. Stirring and flipping often to avoid browning."", ""3. Add cranberries when green beans are about 3 minutes from done. Stir often to avoid overheating on one side."", ""4. Add pine nuts when cranberries are beginning to turn pink. Stir and flip often."", ""5. Add spices when pine nuts turn light brown. Stir for half minute."", ""6. Remove from heat and serve."")"
541353,Jewish-Style Braised Beef Brisket,PT4H,PT45M,PT4H45M,"c(""salt"", ""pepper"", ""beef brisket"", ""yellow onions"", ""carrot"", ""celery"", ""garlic cloves"", ""dry red wine"", ""bay leaves"", ""thyme"")",659.7,28.8,9.3,210.9,627.4,18.6,4.1,8.2,72.7,"c(""Preheat oven to 300&deg;F  Season brisket all over with salt and pepper."", ""Set a large stainless steel roasting pan over 2 burners set to medium-high heat."", ""Add oil, and heat until shimmering."", ""Add brisket and brown on both sides, about 6 minutes per side."", ""Transfer brisket to a work surface."", ""Add onion, carrot, celery, and garlic to roasting pan and cook, stirring, until just starting to brown in spots, about 6 minutes; season with salt."", ""Add wine and bring to a simmer while scraping up browned bits from bottom of pan."", 
""Return brisket to roasting pan, nestling it among vegetables."", ""Add thyme and bay leaves to roasting pan and cover well with foil."", ""Cook at 300 on middle rack until fork-tender, 3 to 4 hours."", ""Transfer brisket to a work surface and let rest 30 minutes."", ""Skim fat from surface of braising liquid and season liquid with salt and pepper."", ""Discard thyme sprigs and bay leaves."", ""Slice brisket thinly against the grain."", ""Transfer back to braising liquid, making sure to submerge slices well."", 
""Cover and let stand for 30 minutes in a warm place. Serve."", ""Brisket can be made up to 4 days ahead and refrigerated whole or sliced in its braising liquid. Reheat gently before serving."")"
541354,Chicken Pot Pie with Mashed Potato Crust,PT1H,PT30M,PT1H30M,"c(""potatoes"", ""milk"", ""poultry seasoning"", ""butter"", ""salt"", ""pepper"", ""olive oil"", ""celery ribs"", ""carrots"", ""poultry seasoning"", ""salt"", ""butter"", ""flour"", ""pepper"", ""chicken"", ""frozen corn"")",441.1,23.5,11.6,55,762.1,50,6.2,6.7,10.2,"c(""Cook the potatoes in boiling water until tender. Drain thoroughly and return to the pot.  Mash the potatoes using a potato masher and add 1/2cup milk and butter making sure that the liquids are absorbed into the potatoes. Add the remaining Â¼ cup milk if the potatoes seem dry. Add poultry seasoning salt and pepper to taste. Set aside."", ""In a large skillet, heat oil over medium heat. Add onions, and cook, stirring occasio0lly, until translucent, about 6 minutes. Add the celery, carrots, poultry seasoning salt, and pepper, and cook, stirring occasio0lly 5 minutes. Add the butter; when itâ€™s melted, stir in the flour. Cook 1 to 2 minutes."", 
""Increase the heat to high and add the chicken stock, and bring to a boil; then reduce the heat to low and cook, stirring, 5 minutes."", ""Stir in the cream, chicken, corn and peas. Remove from the heat and add the parsley. Pour the mixture into a medium-size (about 6 cup) baking dish."", ""Gently spread the mashed potato over the top."", ""The casserole can be made several hours ahead of time up to this point; cover and refrigerated."", ""Preheat your oven to 350Â° and set a rack to the middle position. Bake until the top is golden brown and the filling is bubbling, 30 to 40 minutes.""
)"
541355,Spicy & Smoky Roast Chicken,PT40M,PT20M,PT1H,"c(""barbecue sauce"", ""black vinegar"", ""oregano"", ""rice wine"", ""rock salt"", ""red onions"")",573.5,38,10.8,187.5,293.9,7.3,1.3,3.8,47.1,"c(""Add salt and rice wine to sliced onions (1.5 cm thick). Give it a nice press and break it into smaller pieces. In the other bowl, mix the rest ingredients."", ""Rub the chicken inside out with sauce. Spread onions on a baking tray lined with aluminium foil. Place chicken on top and let it mari0te for half an hour."", ""Preheat oven at 250Â°C."", ""Roast chicken for 15 minutes."", ""Turn the chicken over."", ""Roast for another 25 minutes at 160Â°C."", ""Done and serves with roasted veggie or lime."")"
541356,Masala Maggi Noodles in a Mug,PT4M,PT10M,PT14M,"c(""onion"", ""tomatoes"", ""green bell pepper"", ""green chili pepper"", ""masala"", ""water"", ""cheese"", ""coriander leaves"")",7.8,0.1,0,0,6.6,1.8,0.5,0.9,0.3,"c(""Take a ceramic mug. Add 1 tbsp of finely chopped onions, tomatoes, and green bell peppers. I have used chopped green chilies instead of green bell peppers."", ""Then add 1 pack of Instant Maggi Noodles and crush it in the mug. Afterward, add Maggi Noodles tastemaker and Â¼ tsp of Maggi magic masala in it. Stir it."", ""Now add Â¾ cup of water to the mug and mix everything well. Keep the mug in a microwave for about 2 minutes. Remove the mug, give it a quick stir and again keep it for about 2 minutes until it is properly cooked."", 
""Once done take-out the mug, garnish it with grated cheese and coriander on top of the Maggi Noodles. Leave the Maggi Noodles for a while to cool down or else you will burn your tongue, that's it, now you can eat it."", ""Your wonderful masala Maggi Noodles is ready to swig it."")"
541357,Chocolate Rum Snowballs,PT8M,PT15M,PT23M,"c(""rolled oats"", ""sweetened flaked coconut"", ""sea salt"", ""butter"", ""milk"", ""granulated sugar"", ""egg"", ""rum"", ""vanilla extract"")",127.8,6.2,4.1,14.9,57.9,15.8,1.3,9.4,1.8,"c(""In a large mixing bowl, combine oats, 1 cup coconut flakes and salt; mix and set aside."", ""In a medium saucepan over medium heat, add butter, milk, sugar, cocoa powder and egg. Whisk well and bring to a boil. When it gets there, stir vigorously for 30 seconds before removing from the heat. Pour in rum and vanilla extract; stir well."", ""Pour the cocoa mixture into the oat mixture and stir until well blended. Cover with plastic wrap, making sure it touches the surface, and chill for 2 hours or up to 24 hours."", 
""Meanwhile, in the bowl of a food processor, add the remaining cup of coconut flakes and process until flakes are finer. Transfer to a pie plate and set aside."", ""Line a large baking sheet with parchment paper; set aside."", ""Using a melon baller or a small 1-tablespoon ice cream scoop, form cocoa mixture into small balls before rolling them in fine coconut flakes. Place on prepared baking sheet and transfer to the fridge for at least 1 hour. Keep for 3 days covered at room temperature or fridge for 1 week.""
)"
541358,Orange Oat Balls,0,PT1M,PT1M,"c(""orange marmalade"", ""peanut butter"", ""oats"")",2911.1,140.8,29,0,1366.5,366,34.3,215.8,92,"c(""Place all ingredients in a bowl and combine."", ""Then shape 1 tablespoon of the mixture into a sphere."", ""Continue until done."")"
541359,"Beef, Lamb &amp; Venison Meatballs",PT2H,PT2H,PT4H,"c(""ground beef"", ""ground lamb"", ""tomato paste"", ""brandy"", ""beef broth"", ""garlic cloves"", ""olive oil"")",796.4,54.1,15.2,125.4,2189.2,31.4,6.7,20,41.9,"c(""combine meats."", ""Form into balls."", ""fry in olive oil place in deep pot with tomato sauce brandy and beef broth."", ""add garlic."", ""simmer 1/1/2 to two hours."", ""serve meat balls and soup hot."")"
541360,Asian Sesame Pork Chops,PT20M,PT10M,PT30M,"c(""olive oil"", ""water"", ""low sodium soy sauce"", ""lemon juice"", ""hoisin sauce"", ""Worcestershire sauce"", ""black pepper"", ""brown sugar"", ""cayenne pepper"", ""garlic cloves"", ""button mushrooms"", ""cornstarch"")",828.4,43.4,13,274.9,1499.8,19.6,1.6,7.6,86.5,"c(""In a shallow oven safe baking dish, combine oils, water, soy sauce, lemon juice, hoisin, Worcestershire sauce, black pepper, sugar, cayenne and garlic; stir to combine. Add pork chops, and turn to coat evenly. Cover and refrigerate for at least 4 hours."", ""Preheat oven to 375ÂºF. Bake mari0ted pork chops in preheat oven for 35 to 40 minutes, basting meat often with mari0de."", ""Remove from oven and place chops on a warm plate. Carefully pour mari0te into a small saucepan. Bring to a simmer and add mushrooms. Cook 5 to 8 minutes or until mushrooms are cooked. Pour cornstarch, stir for 1 minute or until gravy is thickens.""
)"
541361,Cookie Cutter Shortbread Hearts,PT15M,PT15M,PT30M,"c(""butter"", ""confectioners' sugar"", ""flour"", ""vanilla"", ""chocolate chips"", ""milk"")",124.2,7.9,4.9,16.4,55.4,13,0.6,6,1.2,"c(""Preheat oven to 325Â°. Line cookie sheets with parchment."", ""Beat softened butter and confectioners sugar until creamy."", ""Add flour and vanilla."", ""At this point, you can divide dough into bowls and add different colors, as desired."", ""Shape into disc's and chill until firm."", ""Allow disc to rest on board for 10 minutes.  Roll out dough to 1/8\"" thick, with floured rolling pin. Cut out with cookie cutters as desired."", ""Place on cookie sheets and bake, 10 to 12 minutes, or until firm, not browned. Timing will depend on size of cookie cutters."", 
""Melt chocolate with milk in microwave at half power, 15 seconds at a time, stirring until chocolate is almost melted. Continue stirring until smooth.  Set aside to cool, continue stirring until spreadable."", ""Cool cookies on racks and spread a small amount of chocolate on bottom of 1/2 of cookies. Top with second cookie, while chocolate is still soft.  Allow to cool before serving."", ""* Dough can be kept in the refrigerator for 3 days or frozen for about 2 months."")"
541362,Holiday Lobster Newberg,PT30M,PT15M,PT45M,"c(""live lobsters"", ""sherry wine"", ""heavy cream"", ""sea salt"", ""cayenne pepper"", ""nutmeg"", ""chives"")",1035.9,75,44.5,985.1,2171.8,4.6,0.1,0.5,80.4,"c(""Fill a large pot with water and bring to a boil. When boiling, add lobsters, head first; cover and bring back to a full boil. When it returns to a boil, set the timer for 8 minutes and leave the lid ajar. When time is up, remove from the water and plunge them into an ice bath; leave them in for 10 minutes."", ""Meanwhile, in a large skillet over medium heat, add clarified butter. When hot, pour in sherry and stir constantly. Cook until reduced to a third; turn off the heat."", ""Twist the front legs off the lobster body and separate the knuckles. Detach the tail from the body by twisting it as well. Remove the meat from tails, claws and knuckles; save shells for lobster stock and place in the freezer. Cut meat into bite sized pieces."", 
""In a mixing bowl, add heavy cream, egg yolks, salt, cayenne pepper and nutmeg; whisk thoroughly."", ""Back to the skillet; turn the heat to medium and pour in the egg mixture. Stir continuously until the sauce thickens and coats the back of a spoon, about 15 minutes. Add lobster meat, stir well and cook until heated through, about 3 Â½ to 4 minutes. Add chives and stir well. Spoon the lobster mixture into the vol-au-vents and serve immediately. Makes 3 vol-au-vents."")"
541363,11-Minute Microwave Caramels,PT11M,PT15M,PT26M,"c(""real butter"", ""brown sugar"", ""light corn syrup"", ""sweetened condensed milk"", ""vanilla"", ""pecans"")",109.8,4.4,2.8,12.3,48.9,17.9,0,14.3,0.6,"c(""Line a 9X13\"" baking pan with foil and lightly spray with Pam (cooking spray), set aside."", ""Using a 4-quart glass microwave-safe bowl melt butter in microwave. Remove bowl and add brown sugar, corn syrup and sweetened condensed milk and stir until well blended. Scrape down sides of bowl so no sugar crystals remain on sides. Microwave on high for 4 minutes."", ""Remove bowl with oven mitts. Stir and then scrape down sides of bowl again. Microwave for 4 more minutes. Remove bowl with oven mitts and stir then scrape down sides of bowl again."", 
""Microwave for only 3 more minutes. Remove bowl with oven mitts. Do not stir or scrape down sides yet."", ""Stand away from bowl and add vanilla (mixture may bubble a lot). Stir in vanilla and add nuts, if desired. Scrape down sides and pour into prepared pan with aluminum foil."", ""Cool 3-4 hours or until moderately firm. Flip pan upside down onto a cutting board covered in wax or parchment paper and remove foil. Cut into 1-inch squares (I found my pizza cutter works best, you may need to spray Pam on knife or pizza cutter). Wrap each piece individually in a small piece wax paper, twisting each end of paper. Stores a very long time in refrigerator or weeks at room temperature.""
)"
541364,Christmas Peanut Butter Kiss Cookies,PT8M,PT12M,PT20M,"c(""sweetened condensed milk"", ""peanut butter"", ""Bisquick baking mix"", ""vanilla extract"", ""granulated sugar"")",119.3,4.8,1.4,3.9,110.7,17.1,0.5,12.9,2.8,"c(""Preheat oven to 375 degrees F. Put sugar in a shallow bowl and set aside. Unwrap the chocolate kiss candies and place in another shallow bowl, set aside."", ""In a large mixer bowl, beat the condensed milk and peanut butter until smooth and well blended."", ""Add Bisquick and vanilla, and mix until well blended. Shape dough into balls, about 1 and 1/4 inch in size (I use an 1 1/4 inch ice cream scoop). Roll each ball in sugar and place 2 inches apart on ungreased cookie sheet."", ""Bake 6-8 minutes or until Lightly browned (do not over bake)."", 
""Immediately press a chocolate kiss candy into the top of each cookie. (You need to do this quickly, as the cookie must be hot for this to work. Remove cookies to cooling rack."", ""Enjoy. You might want to have extra cold milk on hand when the kids get to these."")"
541365,Leftover Rice Casserole,PT30M,PT15M,PT45M,"c(""rice"", ""sour cream"", ""diced green chilies"", ""onion"", ""broccoli"", ""unsalted butter"")",666.6,26.8,16.5,79,553.5,82.5,2.4,2.8,22.1,"c(""Preheat oven to 350 degrees."", ""Sautee the onions and broccoli with 1 tablespoon of unsalted butter."", ""in a mixing bowl combine all of the ingredients (except for a hand full or two of the cheddar cheese) salt and pepper to taste."", ""Add the contents of the mixing bowl into a lightly greased baking dish and sprinkle the remaining cheese on top."", ""Bake for 30 minutes and serve hot."")"
